cell_type,chrom,start,end,frequency,recurrent,region_width_bp,region_width_kb,mean_pseudobulk_rt_untreated,rt_class
RPE1,chr2,186856124,187201883,1,False,345759,345.76,0.06303066094390813,Mid
RPE1,chr2,189495305,190119567,1,False,624262,624.26,0.10278969976895797,Mid
RPE1,chr2,241061957,243046501,1,False,1984544,1984.54,0.34174929828766737,Early
RPE1,chr20,7427554,8388099,1,False,960545,960.54,-0.00127742434935524,Mid
RPE1,chr20,8797868,9163408,1,False,365540,365.54,0.2809624186309614,Early
RPE1,chr20,18478312,18619475,2,True,141163,141.16,0.3182457572467875,Early
RPE1,chr20,54328847,55785606,1,False,1456759,1456.76,-0.12721816591188775,Mid
RPE1,chr20,57805907,58289372,1,False,483465,483.46,-0.31730394436168563,Late
RPE1,chr20,59457521,61264420,2,True,1806899,1806.9,0.18898592799983785,Mid
RPE1,chr21,21425553,21783425,1,False,357872,357.87,-0.7581226707660969,Late
RPE1,chr21,24971492,27071626,2,True,2100134,2100.13,-0.5184833001097817,Late
RPE1,chr21,40372549,41089657,1,False,717108,717.11,0.11703917826980761,Mid
RPE1,chr21,41536524,43154111,2,True,1617587,1617.59,-0.08066998254119913,Mid
RPE1,chr21,45332391,45741864,1,False,409473,409.47,0.5461239813061967,Early
RPE1,chr21,46375473,47389633,1,False,1014160,1014.16,0.45750244707274584,Early
RPE1,chr22,26463524,26741012,1,False,277488,277.49,0.13079532644892217,Mid
RPE1,chr22,35405567,35638565,1,False,232998,233.0,0.3228982742634184,Early
RPE1,chr3,44598320,44958017,1,False,359697,359.7,0.34885189324755933,Early
RPE1,chr3,46813752,47621821,2,True,808069,808.07,0.5626159868013224,Early
RPE1,chr3,65444932,65571442,1,False,126510,126.51,-0.09877929143555385,Mid
RPE1,chr3,67712240,67984715,1,False,272475,272.48,-0.2258827416602163,Mid
RPE1,chr3,78770683,79178878,1,False,408195,408.19,-0.2200645979726282,Mid
RPE1,chr3,110764936,111154132,1,False,389196,389.2,0.16639517055813885,Mid
RPE1,chr3,112895005,113035615,1,False,140610,140.61,0.24753953058995287,Mid
RPE1,chr3,148608870,149101703,1,False,492833,492.83,0.43545047762291456,Early
RPE1,chr3,150039772,150519700,1,False,479928,479.93,0.3608157864311084,Early
RPE1,chr3,164338311,164594404,1,False,256093,256.09,-0.5833482085154974,Late
RPE1,chr3,166420941,166607736,1,False,186795,186.79,-0.6936047096239857,Late
RPE1,chr3,169546053,170533574,1,False,987521,987.52,0.47930969220057,Early
RPE1,chr3,172366132,174301758,2,True,1935626,1935.63,-0.06571570210308199,Mid
RPE1,chr3,175156949,176122364,1,False,965415,965.41,-0.3895378015205041,Late
RPE1,chr4,1420181,2433656,1,False,1013475,1013.48,0.6626272373839052,Early
RPE1,chr4,28668369,29108713,1,False,440344,440.34,-0.7741455112013069,Late
RPE1,chr4,34978810,35091303,1,False,112493,112.49,-0.6972565889612504,Late
RPE1,chr4,37564117,38806933,2,True,1242816,1242.82,0.31610214162308925,Early
RPE1,chr4,39866268,40357903,2,True,491635,491.63,0.36724731746101985,Early
RPE1,chr4,65618306,66197231,1,False,578925,578.92,-0.4985777917668164,Late
RPE1,chr4,80909711,86027760,1,False,5118049,5118.05,0.05183041654985354,Mid
RPE1,chr4,92818016,94667392,1,False,1849376,1849.38,-0.7140416253279579,Late
RPE1,chr4,96261423,97836933,1,False,1575510,1575.51,-0.4203200132971587,Late
RPE1,chr4,108908380,109806184,1,False,897804,897.8,0.1327569528111949,Mid
RPE1,chr4,111390549,112206497,1,False,815948,815.95,-0.16784251227209188,Mid
RPE1,chr4,124867541,125072366,1,False,204825,204.82,-0.041660861657033296,Mid
RPE1,chr4,125607106,128383187,2,True,2776081,2776.08,-0.2595541749926919,Late
RPE1,chr4,132881247,133962430,2,True,1081183,1081.18,-0.5147897849413473,Late
RPE1,chr4,134647041,135184651,1,False,537610,537.61,-0.5103033218569003,Late
RPE1,chr4,137258455,137648059,1,False,389604,389.6,-0.4675929908492197,Late
RPE1,chr4,138481610,138894815,1,False,413205,413.2,-0.20821625801919064,Mid
RPE1,chr4,141086818,145036482,3,True,3949664,3949.66,0.07549933744210209,Mid
RPE1,chr4,164270402,166313838,4,True,2043436,2043.44,-0.12694744036604205,Mid
RPE1,chr4,172394718,172716781,1,False,322063,322.06,-0.6055599790348889,Late
RPE1,chr4,173356529,173692516,1,False,335987,335.99,-0.1271189108802896,Mid
RPE1,chr4,175460098,176294504,2,True,834406,834.41,-0.19397351529521653,Mid
RPE1,chr4,181210383,181731582,1,False,521199,521.2,-0.3575838708273831,Late
RPE1,chr5,26560009,27487240,2,True,927231,927.23,-0.5999007714625614,Late
RPE1,chr5,28147472,28515233,1,False,367761,367.76,-0.6818505856687915,Late
RPE1,chr5,32086350,33679333,1,False,1592983,1592.98,0.2601965877171815,Early
RPE1,chr5,34260945,35370452,1,False,1109507,1109.51,0.29370972307968723,Early
RPE1,chr5,59106537,59296028,1,False,189491,189.49,0.16964193951493045,Mid
RPE1,chr5,73115045,73634274,1,False,519229,519.23,0.5206874375250802,Early
RPE1,chr5,93201634,96091268,1,False,2889634,2889.63,0.24808350532507215,Mid
RPE1,chr5,97462435,98998825,2,True,1536390,1536.39,-0.18278510472818685,Mid
RPE1,chr5,100657358,102055362,1,False,1398004,1398.0,-0.5726658783987706,Late
RPE1,chr5,103354312,103582930,1,False,228618,228.62,-0.3764391569261638,Late
RPE1,chr5,105035107,105154275,1,False,119168,119.17,-0.4406003357562656,Late
RPE1,chr5,115273315,115681931,1,False,408616,408.62,-0.023580596806021363,Mid
RPE1,chr5,130371120,130705885,1,False,334765,334.76,0.10475173487075419,Mid
RPE1,chr5,140858701,141371593,1,False,512892,512.89,0.511770342201537,Early
RPE1,chr5,144690611,145434804,1,False,744193,744.19,0.3032592993645407,Early
RPE1,chr5,176764100,177410267,1,False,646167,646.17,0.47154314772322564,Early
RPE1,chr5,178119212,179095970,1,False,976758,976.76,-0.05292097928233926,Mid
RPE1,chr6,32673095,33542961,1,False,869866,869.87,0.4737189569194681,Early
RPE1,chr6,37739285,38271817,1,False,532532,532.53,0.43832054211935756,Early
RPE1,chr6,69308428,69619289,1,False,310861,310.86,-0.6931997375637404,Late
RPE1,chr6,70929686,71227367,1,False,297681,297.68,-0.3174890264162659,Late
RPE1,chr6,92651540,93085326,1,False,433786,433.79,-0.6146926328645601,Late
RPE1,chr6,96441283,96977412,1,False,536129,536.13,-0.6354823335359898,Late
RPE1,chr6,101594762,102135154,2,True,540392,540.39,-0.43774863547897497,Late
RPE1,chr6,126714869,128774713,1,False,2059844,2059.84,0.09113704595903768,Mid
RPE1,chr6,132118780,134868153,1,False,2749373,2749.37,0.24371263062211163,Mid
RPE1,chr6,139044238,139618046,1,False,573808,573.81,0.20195716224242005,Mid
RPE1,chr6,141909066,142280458,1,False,371392,371.39,-0.009163210143761624,Mid
RPE1,chr6,157181790,158286571,3,True,1104781,1104.78,0.4709775625130636,Early
RPE1,chr6,159273167,159946204,3,True,673037,673.04,0.25580951919606415,Early
RPE1,chr6,160461268,160782081,1,False,320813,320.81,0.13400943807881233,Mid
RPE1,chr6,161419957,161654907,1,False,234950,234.95,-0.038570326688038115,Mid
RPE1,chr6,169578483,170117232,1,False,538749,538.75,-0.09883128316111257,Mid
RPE1,chr7,69241273,70041415,8,True,800142,800.14,-0.4707688793998245,Late
RPE1,chr7,81662907,83028610,1,False,1365703,1365.7,0.10567529064750333,Mid
RPE1,chr7,83809743,84083519,1,False,273776,273.78,0.17478802709500108,Mid
RPE1,chr7,93682491,96044109,1,False,2361618,2361.62,-0.077793544350854,Mid
RPE1,chr7,106956575,107230031,1,False,273456,273.46,0.2574703110462978,Early
RPE1,chr7,107963711,108065589,1,False,101878,101.88,0.2237515054806212,Mid
RPE1,chr7,109449440,109664572,1,False,215132,215.13,-0.6249217082265329,Late
RPE1,chr7,110239111,110409456,1,False,170345,170.34,-0.5306664651235757,Late
RPE1,chr7,115499586,115789259,2,True,289673,289.67,0.2884506412629679,Early
RPE1,chr7,116330351,117125191,2,True,794840,794.84,0.32135318607988045,Early
RPE1,chr7,121719776,122063390,1,False,343614,343.61,-0.35222700096898235,Late
RPE1,chr7,126848839,129644749,4,True,2795910,2795.91,0.3346000675842519,Early
RPE1,chr7,130785995,131734542,3,True,948547,948.55,0.5097016222779192,Early
RPE1,chr7,151644068,152403353,1,False,759285,759.28,0.09872219517003362,Mid
RPE1,chr7,154258354,154678188,1,False,419834,419.83,-0.45523730634739673,Late
RPE1,chr7,156240493,157110013,1,False,869520,869.52,0.08879741631164878,Mid
RPE1,chr8,194788,5079847,1,False,4885059,4885.06,-0.3928836444199915,Late
RPE1,chr8,37867656,38036873,1,False,169217,169.22,0.5580693360530798,Early
RPE1,chr8,38772286,39133781,1,False,361495,361.5,0.46227638796022785,Early
RPE1,chr8,52791983,52941274,1,False,149291,149.29,-0.39129250787971653,Late
RPE1,chr8,54994784,55178532,1,False,183748,183.75,0.5703285873555117,Early
RPE1,chr8,97794297,98030394,1,False,236097,236.1,0.2061391380243748,Mid
RPE1,chr8,98943499,99185155,1,False,241656,241.66,0.5324682623744857,Early
RPE1,chr8,100072662,100553995,1,False,481333,481.33,-0.10102668319180762,Mid
RPE1,chr8,110407713,110846462,1,False,438749,438.75,-0.3803947737310332,Late
RPE1,chr8,112665398,114199275,3,True,1533877,1533.88,-0.5048665388316597,Late
RPE1,chr8,117879227,118618453,1,False,739226,739.23,0.194239928666705,Mid
RPE1,chr8,119934228,120120237,1,False,186009,186.01,0.05534176661579478,Mid
RPE1,chr8,122609897,123111867,2,True,501970,501.97,0.1364840768366197,Mid
RPE1,chr8,123579744,123818418,1,False,238674,238.67,0.4508982831967079,Early
RPE1,chr8,124419425,125160041,3,True,740616,740.62,0.45727463679427083,Early
RPE1,chr8,139411861,139678999,1,False,267138,267.14,-0.48513989599236346,Late
RPE1,chr8,140887712,141390833,1,False,503121,503.12,0.11312721661040916,Mid
RPE1,chr8,142417394,146301754,4,True,3884360,3884.36,0.32001897878125973,Early
RPE1,chr9,8891812,10600405,2,True,1708593,1708.59,-0.6122737727799501,Late
RPE1,chr9,20403365,20632389,1,False,229024,229.02,0.22152509301524,Mid
RPE1,chr9,21314998,21701738,1,False,386740,386.74,0.38036687093798055,Early
RPE1,chr9,86916970,87034263,1,False,117293,117.29,-0.11677471462872199,Mid
RPE1,chr9,89354522,89524224,1,False,169702,169.7,-0.513979603244187,Late
RPE1,chr9,94898372,95478996,1,False,580624,580.62,0.4222489762784909,Early
RPE1,chr9,106278721,106688630,1,False,409909,409.91,-0.5451883739065333,Late
RPE1,chr9,107898544,108065866,1,False,167322,167.32,0.5421717150506423,Early
RPE1,chr9,110015011,111139924,1,False,1124913,1124.91,0.14483775096636736,Mid
RPE1,chr9,118237588,119128333,2,True,890745,890.75,0.4322348302339338,Early
RPE1,chr9,124000792,124758902,1,False,758110,758.11,0.4799255601807294,Early
RPE1,chr9,134602162,135883079,2,True,1280917,1280.92,0.46965128246853555,Early
RPE1,chrX,4237985,6662910,3,True,2424925,2424.93,-0.5640024099115502,Late
RPE1,chrX,13235797,13775308,1,False,539511,539.51,0.29640484492988756,Early
RPE1,chrX,17247607,17733324,1,False,485717,485.72,0.029234351998376793,Mid
RPE1,chrX,45967149,47385533,1,False,1418384,1418.38,0.155267300624502,Mid
RPE1,chrX,69844814,71013868,1,False,1169054,1169.05,0.055071157322309404,Mid
RPE1,chrX,72080357,73209789,1,False,1129432,1129.43,-0.24114078267640407,Mid
RPE1,chrX,111145107,111859584,1,False,714477,714.48,-0.2842104715029221,Late
RPE1,chrX,114920963,115163973,1,False,243010,243.01,-0.022090434295192685,Mid
RPE1,chrX,129361755,129620976,1,False,259221,259.22,-0.0440665891558889,Mid
BJ,chr1,16499174,17410132,2,True,910958,910.96,0.51946254190321,Early
BJ,chr1,20050453,20302817,1,False,252364,252.36,0.31228989440844745,Early
BJ,chr1,57004490,57324531,1,False,320041,320.04,-0.12148919386714697,Mid
BJ,chr1,58064236,59010084,3,True,945848,945.85,-0.2432600713700357,Mid
BJ,chr1,71781551,72471136,3,True,689585,689.59,-0.611159050101725,Late
BJ,chr1,91751754,92024152,1,False,272398,272.4,0.09839265186334742,Mid
BJ,chr1,103610832,104458272,2,True,847440,847.44,-0.45069571865530417,Late
BJ,chr1,109417072,109526596,1,False,109524,109.52,0.2575278179863207,Early
BJ,chr1,245913663,246017362,1,False,103699,103.7,0.01568437998333304,Mid
BJ,chr10,57659655,57755039,1,False,95384,95.38,-0.8934250677100175,Late
BJ,chr10,82068091,82131720,1,False,63629,63.63,-0.05994987447752331,Mid
BJ,chr10,96139900,96242022,1,False,102122,102.12,0.09268568145748096,Mid
BJ,chr10,127614217,130772949,2,True,3158732,3158.73,-0.36086614489254226,Late
BJ,chr11,10931029,11229234,1,False,298205,298.2,0.10910953374367059,Mid
BJ,chr11,32481982,33041039,1,False,559057,559.06,-0.04454632984685723,Mid
BJ,chr11,36434967,36760732,1,False,325765,325.76,-0.013587865116415535,Mid
BJ,chr11,63843132,64153822,1,False,310690,310.69,0.6205764051039315,Early
BJ,chr11,66743590,67060449,1,False,316859,316.86,0.5414423081147874,Early
BJ,chr11,101396057,102023786,2,True,627729,627.73,-0.03191541765054241,Mid
BJ,chr11,102903389,103662587,2,True,759198,759.2,0.029003876763865986,Mid
BJ,chr12,16216437,16560284,1,False,343847,343.85,-0.22062283279973624,Mid
BJ,chr12,20942888,21078985,1,False,136097,136.1,-0.61782981980113,Late
BJ,chr12,24028060,24222195,1,False,194135,194.13,-0.8007261177840083,Late
BJ,chr12,46326510,46736900,1,False,410390,410.39,0.17889137877897907,Mid
BJ,chr12,50813560,51226879,1,False,413319,413.32,0.3941403311664489,Early
BJ,chr12,75400564,75989097,1,False,588533,588.53,-0.09623869334063775,Mid
BJ,chr12,81137854,81377041,1,False,239187,239.19,-0.02985903305079048,Mid
BJ,chr12,99810038,100152809,2,True,342771,342.77,-0.547982694368981,Late
BJ,chr13,48031388,48381308,1,False,349920,349.92,-0.24699431937848765,Mid
BJ,chr13,85509424,86118921,1,False,609497,609.5,-0.5502612246100904,Late
BJ,chr13,88158517,88463847,1,False,305330,305.33,-0.9011867400640464,Late
BJ,chr13,94189636,94535095,3,True,345459,345.46,-0.5464094242358336,Late
BJ,chr13,110563078,110710170,1,False,147092,147.09,0.11974602766634293,Mid
BJ,chr14,29977463,30169565,1,False,192102,192.1,-0.3058761607375037,Late
BJ,chr14,31833142,32040667,1,False,207525,207.53,0.070483287899601,Mid
BJ,chr14,39873542,40507326,2,True,633784,633.78,-0.4129842359976662,Late
BJ,chr14,41091437,41128701,1,False,37264,37.26,-0.6776156292720765,Late
BJ,chr14,55665363,56241886,1,False,576523,576.52,0.1838211330848838,Mid
BJ,chr14,98466359,98627471,2,True,161112,161.11,-0.6511652065858632,Late
BJ,chr14,99479587,99850075,1,False,370488,370.49,0.011339167838811778,Mid
BJ,chr15,28410211,28969577,3,True,559366,559.37,-0.30197394738907074,Late
BJ,chr15,32441642,33058383,4,True,616741,616.74,0.4978530093200029,Early
BJ,chr15,37736819,38486580,1,False,749761,749.76,-0.15192240045627728,Mid
BJ,chr15,42456513,42954231,1,False,497718,497.72,0.379862439652569,Early
BJ,chr15,63024784,63094355,1,False,69571,69.57,0.39648818660442,Early
BJ,chr15,63902433,64025257,1,False,122824,122.82,0.34287693110738454,Early
BJ,chr15,71986297,72079961,1,False,93664,93.66,0.2527663562076204,Early
BJ,chr15,84833835,86287650,2,True,1453815,1453.82,0.21804503448230525,Mid
BJ,chr16,11280785,11682257,1,False,401472,401.47,0.5299766438194359,Early
BJ,chr16,16793483,16885842,1,False,92359,92.36,-0.3282034027685732,Late
BJ,chr16,21886935,21980361,1,False,93426,93.43,0.08810598383622358,Mid
BJ,chr16,22407071,22660312,2,True,253241,253.24,0.19218549714642139,Mid
BJ,chr16,30294285,30741450,2,True,447165,447.17,0.5643841531975745,Early
BJ,chr16,66295707,66617733,1,False,322026,322.03,0.2825029259137522,Early
BJ,chr16,67972954,68423815,1,False,450861,450.86,0.5097728715752908,Early
BJ,chr16,70135576,70630751,1,False,495175,495.18,0.6114416051412253,Early
BJ,chr16,71038722,71507106,1,False,468384,468.38,-0.10230497570526874,Mid
BJ,chr16,77509569,77526025,1,False,16456,16.46,-0.511633323987867,Late
BJ,chr16,78394714,78906243,14,True,511529,511.53,-0.6756037001211177,Late
BJ,chr16,79975483,83265286,1,False,3289803,3289.8,0.04139946384708486,Mid
BJ,chr17,3676326,4077437,1,False,401111,401.11,0.4543350964465749,Early
BJ,chr17,17876136,18318842,1,False,442706,442.71,0.5383772245682832,Early
BJ,chr17,45591841,45817207,1,False,225366,225.37,0.45671911425320855,Early
BJ,chr17,46560845,47588120,1,False,1027275,1027.28,0.3677132627746338,Early
BJ,chr17,47998782,48072854,1,False,74072,74.07,0.5407906261493048,Early
BJ,chr17,48947876,49735355,2,True,787479,787.48,0.09890763477479533,Mid
BJ,chr18,949586,1207230,1,False,257644,257.64,-0.23322072154148965,Mid
BJ,chr18,8469257,8918629,2,True,449372,449.37,0.34830291826678694,Early
BJ,chr18,9703015,10160310,2,True,457295,457.3,0.31824314430794487,Early
BJ,chr18,26596840,26723000,1,False,126160,126.16,-0.40329004623262754,Late
BJ,chr18,29103291,29546190,1,False,442899,442.9,-0.6138716891524985,Late
BJ,chr18,34102012,34587079,3,True,485067,485.07,-0.029036942642945006,Mid
BJ,chr18,37029559,37142176,1,False,112617,112.62,-0.7756624960615709,Late
BJ,chr19,97617,1426847,6,True,1329230,1329.23,0.7638112066960118,Early
BJ,chr19,36415205,36854521,1,False,439316,439.32,0.3524193078893454,Early
BJ,chr19,37890012,38031576,1,False,141564,141.56,-0.23746835230580035,Mid
BJ,chr2,185339996,185507164,1,False,167168,167.17,-0.5250972493752712,Late
BJ,chr2,189664723,190123973,2,True,459250,459.25,0.22667461675845463,Mid
BJ,chr2,192654740,193050431,2,True,395691,395.69,0.03887790350208227,Mid
BJ,chr20,59939899,60238470,2,True,298571,298.57,-0.02820362206842384,Mid
BJ,chr22,23499336,24185576,1,False,686240,686.24,0.3731081086116422,Early
BJ,chr22,24669535,24985903,1,False,316368,316.37,0.5305566963272897,Early
BJ,chr22,47784946,49201826,2,True,1416880,1416.88,-0.17978062082423446,Mid
BJ,chr3,3723980,4448081,4,True,724101,724.1,-0.5985414501813945,Late
BJ,chr3,46818428,46968212,1,False,149784,149.78,0.3440723825651226,Early
BJ,chr3,50614404,50880056,1,False,265652,265.65,0.05581110820353198,Mid
BJ,chr3,67390185,67644584,1,False,254399,254.4,-0.2597598381240428,Late
BJ,chr3,75392420,77065472,5,True,1673052,1673.05,-0.6283621060849948,Late
BJ,chr3,98124966,98669552,1,False,544586,544.59,0.08765918826869877,Mid
BJ,chr3,105106660,105568560,1,False,461900,461.9,-0.046071169900251875,Mid
BJ,chr3,139308503,139922874,1,False,614371,614.37,-0.38571882427450216,Late
BJ,chr3,140890614,140996853,1,False,106239,106.24,0.2499804456462388,Mid
BJ,chr3,146187936,147251456,1,False,1063520,1063.52,-0.31684533982789664,Late
BJ,chr3,147732305,149498220,4,True,1765915,1765.91,-0.025607323219563518,Mid
BJ,chr3,150024678,150763138,2,True,738460,738.46,0.10183080043119398,Mid
BJ,chr3,155633345,156230167,1,False,596822,596.82,0.03531476620977516,Mid
BJ,chr3,156884175,157141587,1,False,257412,257.41,0.22100920637843305,Mid
BJ,chr3,159692236,160557065,1,False,864829,864.83,0.09111254535562088,Mid
BJ,chr3,169483607,170057710,1,False,574103,574.1,-0.03743636060124225,Mid
BJ,chr3,171662211,172018441,1,False,356230,356.23,0.20878622495081178,Mid
BJ,chr3,174935698,175324129,2,True,388431,388.43,-0.3427375587304535,Late
BJ,chr3,175915535,176034163,1,False,118628,118.63,-0.421462910595702,Late
BJ,chr4,1413458,1661178,2,True,247720,247.72,0.5243761015147279,Early
BJ,chr4,8534339,8819151,1,False,284812,284.81,0.1426627084605978,Mid
BJ,chr4,9673546,9778623,1,False,105077,105.08,-0.44778586275552446,Late
BJ,chr4,38809357,39129726,1,False,320369,320.37,0.191258850712987,Mid
BJ,chr4,40293244,40630538,1,False,337294,337.29,0.1361837969413233,Mid
BJ,chr4,63953982,64460585,1,False,506603,506.6,-0.9629929460827682,Late
BJ,chr4,65261509,65479570,1,False,218061,218.06,-0.8373353497942906,Late
BJ,chr4,88516827,89095718,1,False,578891,578.89,0.03324928417341211,Mid
BJ,chr4,98991915,99117738,1,False,125823,125.82,-0.2051023705639393,Mid
BJ,chr4,119331903,119414333,1,False,82430,82.43,0.042093962434122514,Mid
BJ,chr4,121395976,121483847,1,False,87871,87.87,-0.4544086501052301,Late
BJ,chr4,138085817,138255652,1,False,169835,169.84,-0.2806114270872504,Late
BJ,chr4,139359736,139430564,1,False,70828,70.83,-0.18357412193227046,Mid
BJ,chr4,145518334,145598143,1,False,79809,79.81,-0.43213598081882,Late
BJ,chr4,176618677,177337914,2,True,719237,719.24,-0.18797657951272645,Mid
BJ,chr4,177832155,178325776,2,True,493621,493.62,-0.006798758212394599,Mid
BJ,chr5,19193967,20771726,2,True,1577759,1577.76,-0.5841309694516611,Late
BJ,chr5,21449473,23109812,2,True,1660339,1660.34,-0.8917346156418237,Late
BJ,chr5,35490855,35558105,1,False,67250,67.25,-0.15188763116071696,Mid
BJ,chr5,36833052,36910768,1,False,77716,77.72,-0.19331062005805338,Mid
BJ,chr5,93561481,93730888,1,False,169407,169.41,-0.27247892499602716,Late
BJ,chr5,97975927,98667973,1,False,692046,692.05,-0.12087575567280241,Mid
BJ,chr5,100889080,101200331,1,False,311251,311.25,-0.907883012969733,Late
BJ,chr5,147776828,148287305,3,True,510477,510.48,0.0486178034693958,Mid
BJ,chr5,148836833,149305611,1,False,468778,468.78,0.343447738142642,Early
BJ,chr5,149931901,150765754,2,True,833853,833.85,0.28206043609738257,Early
BJ,chr5,174748470,175548969,1,False,800499,800.5,-0.21675614370198418,Mid
BJ,chr6,32025434,33051394,4,True,1025960,1025.96,0.054532340493829864,Mid
BJ,chr6,34035746,35155732,2,True,1119986,1119.99,0.34917364737913126,Early
BJ,chr6,37690023,38477640,2,True,787617,787.62,0.22026255450673787,Mid
BJ,chr6,38988486,39199033,1,False,210547,210.55,-0.30234313956931635,Late
BJ,chr6,41189077,41577510,1,False,388433,388.43,0.02690557825299453,Mid
BJ,chr6,71795424,71979416,1,False,183992,183.99,-0.05515236979068116,Mid
BJ,chr6,111671004,112139020,1,False,468016,468.02,0.2519690578941974,Early
BJ,chr6,114093727,114535071,1,False,441344,441.34,-0.11761323485819206,Mid
BJ,chr6,120528920,120690329,1,False,161409,161.41,-0.7880354374526172,Late
BJ,chr6,128075315,129186301,1,False,1110986,1110.99,-0.08267417579365507,Mid
BJ,chr6,131435917,131722601,1,False,286684,286.68,-0.045634820479496664,Mid
BJ,chr6,142894978,143369184,1,False,474206,474.21,0.09084164183524543,Mid
BJ,chr7,40039898,40663136,1,False,623238,623.24,0.051234505630263626,Mid
BJ,chr7,41957408,42432025,1,False,474617,474.62,0.06162270062116754,Mid
BJ,chr7,67200332,67540965,1,False,340633,340.63,-0.4972395869912824,Late
BJ,chr7,68268295,68652173,1,False,383878,383.88,-0.6503185716064127,Late
BJ,chr7,70346565,70772539,1,False,425974,425.97,-0.606110230235439,Late
BJ,chr7,79078180,79396956,1,False,318776,318.78,-0.031249169409734358,Mid
BJ,chr7,82049833,83577345,1,False,1527512,1527.51,-0.36760788266784844,Late
BJ,chr7,122191746,122677286,1,False,485540,485.54,-0.748419926402992,Late
BJ,chr7,123870119,124085249,1,False,215130,215.13,-0.48474783034058744,Late
BJ,chr7,132645930,132773156,1,False,127226,127.23,-0.12271952065502491,Mid
BJ,chr7,134063363,134274830,1,False,211467,211.47,0.2604042561711905,Early
BJ,chr8,11460904,12743458,6,True,1282554,1282.55,0.06817658889144892,Mid
BJ,chr8,54445613,54708315,1,False,262702,262.7,0.05231788127639308,Mid
BJ,chr8,56889731,57086486,1,False,196755,196.75,-0.04643979267037893,Mid
BJ,chr8,124649969,125214784,1,False,564815,564.82,0.08025017786694741,Mid
BJ,chr8,140970677,141084560,1,False,113883,113.88,-0.1469425379068273,Mid
BJ,chr9,16500707,16772915,1,False,272208,272.21,0.27952522454030304,Early
BJ,chr9,91765394,92043059,1,False,277665,277.67,-0.008826842166529365,Mid
BJ,chr9,93273585,93540492,1,False,266907,266.91,-0.28230963764122297,Late
BJ,chr9,118837696,119410918,1,False,573222,573.22,0.14691483327735738,Mid
BJ,chrX,1004111,1342402,1,False,338291,338.29,0.406385111217837,Early
BJ,chrX,28943252,29088650,1,False,145398,145.4,-0.5660735650027842,Late
BJ,chrX,44949882,45100982,1,False,151100,151.1,0.11363420191916819,Mid
BJ,chrX,46990920,47268590,1,False,277670,277.67,0.25471275407130983,Early
