cell_type,chrom,start,end,frequency,recurrent,region_width_bp,region_width_kb,nearest_other_cell_line,nearest_edge_distance_bp,nearest_edge_distance_kb,overlap_other_line,within_1mb_other_line
RPE1,chr18,31541303,32243500,1,False,702197,702.2,BJ,1858512,1858.512,False,False
RPE1,chr18,32849195,33299443,1,False,450248,450.25,BJ,802569,802.569,False,True
RPE1,chr18,33790641,34057120,1,False,266479,266.48,BJ,44892,44.892,False,True
RPE1,chr18,62835650,63461670,2,True,626020,626.02,BJ,25693474,25693.474,False,False
RPE1,chr18,63970243,64367034,2,True,396791,396.79,BJ,26828067,26828.067,False,False
RPE1,chr18,67982477,68626998,2,True,644521,644.52,BJ,30840301,30840.301,False,False
RPE1,chr18,69716584,69945052,1,False,228468,228.47,BJ,32574408,32574.408,False,False
RPE1,chr18,70622569,71648428,1,False,1025859,1025.86,BJ,33480393,33480.393,False,False
RPE1,chr18,72905070,73067799,1,False,162729,162.73,BJ,35762894,35762.894,False,False
RPE1,chr19,963034,1244454,1,False,281420,281.42,BJ,0,0.0,True,True
RPE1,chr19,1806181,2485896,1,False,679715,679.72,U2OS,222243,222.243,False,True
RPE1,chr19,29271431,29834281,2,True,562850,562.85,U2OS,5665722,5665.722,False,False
RPE1,chr19,31777177,33049956,1,False,1272779,1272.78,U2OS,2450047,2450.047,False,False
RPE1,chr19,33919794,34086097,1,False,166303,166.3,U2OS,1413906,1413.906,False,False
RPE1,chr19,50172639,50652435,1,False,479796,479.8,U2OS,0,0.0,True,True
RPE1,chr19,52787836,53031412,1,False,243576,243.58,U2OS,1795607,1795.607,False,False
RPE1,chr19,53699166,54180337,1,False,481171,481.17,U2OS,2706937,2706.937,False,False
RPE1,chr19,55483934,59074856,1,False,3590922,3590.92,U2OS,4491705,4491.705,False,False
RPE1,chr2,36267306,36892169,1,False,624863,624.86,U2OS,11636534,11636.534,False,False
RPE1,chr2,38955259,40422533,1,False,1467274,1467.27,U2OS,14324487,14324.487,False,False
RPE1,chr2,126109417,126840083,1,False,730666,730.67,U2OS,20568589,20568.589,False,False
RPE1,chr2,139909209,140091699,1,False,182490,182.49,U2OS,7316973,7316.973,False,False
RPE1,chr2,141329797,141832960,3,True,503163,503.16,U2OS,5575712,5575.712,False,False
RPE1,chr2,143057083,143785520,1,False,728437,728.44,U2OS,3623152,3623.152,False,False
RPE1,chr2,153845287,154182306,1,False,337019,337.02,U2OS,2694422,2694.422,False,False
RPE1,chr2,158163804,158654916,1,False,491112,491.11,U2OS,565915,565.915,False,True
RPE1,chr2,160252588,160358185,1,False,105597,105.6,U2OS,0,0.0,True,True
RPE1,chr2,161427746,162410933,2,True,983187,983.19,U2OS,1086564,1086.564,False,False
RPE1,chr2,167455941,167805015,1,False,349074,349.07,U2OS,7114759,7114.759,False,False
RPE1,chr2,184992767,185241141,1,False,248374,248.37,BJ,98855,98.855,False,True
RPE1,chr2,186856124,187201883,1,False,345759,345.76,U2OS,0,0.0,True,True
RPE1,chr2,189495305,190119567,1,False,624262,624.26,BJ,0,0.0,True,True
RPE1,chr2,241061957,243046501,1,False,1984544,1984.54,U2OS,1279012,1279.012,False,False
RPE1,chr20,7427554,8388099,1,False,960545,960.54,U2OS,5347225,5347.225,False,False
RPE1,chr20,8797868,9163408,1,False,365540,365.54,U2OS,4571916,4571.916,False,False
RPE1,chr20,18478312,18619475,2,True,141163,141.16,U2OS,372651,372.651,False,True
RPE1,chr20,54328847,55785606,1,False,1456759,1456.76,BJ,4154293,4154.293,False,False
RPE1,chr20,57805907,58289372,1,False,483465,483.46,BJ,1650527,1650.527,False,False
RPE1,chr20,59457521,61264420,2,True,1806899,1806.9,BJ,0,0.0,True,True
RPE1,chr21,21425553,21783425,1,False,357872,357.87,U2OS,822567,822.567,False,True
RPE1,chr21,24971492,27071626,2,True,2100134,2100.13,U2OS,1562334,1562.334,False,False
RPE1,chr21,40372549,41089657,1,False,717108,717.11,U2OS,9436872,9436.872,False,False
RPE1,chr21,41536524,43154111,2,True,1617587,1617.59,U2OS,10600847,10600.847,False,False
RPE1,chr21,45332391,45741864,1,False,409473,409.47,U2OS,14396714,14396.714,False,False
RPE1,chr21,46375473,47389633,1,False,1014160,1014.16,U2OS,15439796,15439.796,False,False
RPE1,chr22,26463524,26741012,1,False,277488,277.49,BJ,1477621,1477.621,False,False
RPE1,chr22,35405567,35638565,1,False,232998,233.0,U2OS,5657772,5657.772,False,False
RPE1,chr3,44598320,44958017,1,False,359697,359.7,BJ,1860411,1860.411,False,False
RPE1,chr3,46813752,47621821,2,True,808069,808.07,BJ,0,0.0,True,True
RPE1,chr3,65444932,65571442,1,False,126510,126.51,U2OS,1264869,1264.869,False,False
RPE1,chr3,67712240,67984715,1,False,272475,272.48,U2OS,0,0.0,True,True
RPE1,chr3,78770683,79178878,1,False,408195,408.19,BJ,1705211,1705.211,False,False
RPE1,chr3,110764936,111154132,1,False,389196,389.2,BJ,5196376,5196.376,False,False
RPE1,chr3,112895005,113035615,1,False,140610,140.61,BJ,7326445,7326.445,False,False
RPE1,chr3,148608870,149101703,1,False,492833,492.83,BJ,0,0.0,True,True
RPE1,chr3,150039772,150519700,1,False,479928,479.93,BJ,0,0.0,True,True
RPE1,chr3,164338311,164594404,1,False,256093,256.09,U2OS,2529773,2529.773,False,False
RPE1,chr3,166420941,166607736,1,False,186795,186.79,U2OS,516441,516.441,False,True
RPE1,chr3,169546053,170533574,1,False,987521,987.52,BJ,0,0.0,True,True
RPE1,chr3,172366132,174301758,2,True,1935626,1935.63,BJ,347691,347.691,False,True
RPE1,chr3,175156949,176122364,1,False,965415,965.41,BJ,0,0.0,True,True
RPE1,chr4,1420181,2433656,1,False,1013475,1013.48,BJ,0,0.0,True,True
RPE1,chr4,28668369,29108713,1,False,440344,440.34,U2OS,9028527,9028.527,False,False
RPE1,chr4,34978810,35091303,1,False,112493,112.49,BJ,3718054,3718.054,False,False
RPE1,chr4,37564117,38806933,2,True,1242816,1242.82,BJ,2424,2.424,False,True
RPE1,chr4,39866268,40357903,2,True,491635,491.63,BJ,0,0.0,True,True
RPE1,chr4,65618306,66197231,1,False,578925,578.92,BJ,138736,138.736,False,True
RPE1,chr4,80909711,86027760,1,False,5118049,5118.05,U2OS,0,0.0,True,True
RPE1,chr4,92818016,94667392,1,False,1849376,1849.38,U2OS,0,0.0,True,True
RPE1,chr4,96261423,97836933,1,False,1575510,1575.51,U2OS,705712,705.712,False,True
RPE1,chr4,108908380,109806184,1,False,897804,897.8,U2OS,3623292,3623.292,False,False
RPE1,chr4,111390549,112206497,1,False,815948,815.95,U2OS,6105461,6105.461,False,False
RPE1,chr4,124867541,125072366,1,False,204825,204.82,BJ,3383694,3383.694,False,False
RPE1,chr4,125607106,128383187,2,True,2776081,2776.08,BJ,4123259,4123.259,False,False
RPE1,chr4,132881247,133962430,2,True,1081183,1081.18,BJ,4123387,4123.387,False,False
RPE1,chr4,134647041,135184651,1,False,537610,537.61,BJ,2901166,2901.166,False,False
RPE1,chr4,137258455,137648059,1,False,389604,389.6,BJ,437758,437.758,False,True
RPE1,chr4,138481610,138894815,1,False,413205,413.2,BJ,225958,225.958,False,True
RPE1,chr4,141086818,145036482,3,True,3949664,3949.66,BJ,481852,481.852,False,True
RPE1,chr4,164270402,166313838,4,True,2043436,2043.44,U2OS,148120,148.12,False,True
RPE1,chr4,172394718,172716781,1,False,322063,322.06,BJ,3901896,3901.896,False,False
RPE1,chr4,173356529,173692516,1,False,335987,335.99,BJ,2926161,2926.161,False,False
RPE1,chr4,175460098,176294504,2,True,834406,834.41,BJ,324173,324.173,False,True
RPE1,chr4,181210383,181731582,1,False,521199,521.2,BJ,2884607,2884.607,False,False
RPE1,chr5,26560009,27487240,2,True,927231,927.23,BJ,3450197,3450.197,False,False
RPE1,chr5,28147472,28515233,1,False,367761,367.76,BJ,5037660,5037.66,False,False
RPE1,chr5,32086350,33679333,1,False,1592983,1592.98,U2OS,496403,496.403,False,True
RPE1,chr5,34260945,35370452,1,False,1109507,1109.51,U2OS,0,0.0,True,True
RPE1,chr5,59106537,59296028,1,False,189491,189.49,U2OS,162618,162.618,False,True
RPE1,chr5,73115045,73634274,1,False,519229,519.23,U2OS,10705570,10705.57,False,False
RPE1,chr5,93201634,96091268,1,False,2889634,2889.63,BJ,0,0.0,True,True
RPE1,chr5,97462435,98998825,2,True,1536390,1536.39,U2OS,0,0.0,True,True
RPE1,chr5,100657358,102055362,1,False,1398004,1398.0,BJ,0,0.0,True,True
RPE1,chr5,103354312,103582930,1,False,228618,228.62,BJ,2153981,2153.981,False,False
RPE1,chr5,105035107,105154275,1,False,119168,119.17,BJ,3834776,3834.776,False,False
RPE1,chr5,115273315,115681931,1,False,408616,408.62,U2OS,7242220,7242.22,False,False
RPE1,chr5,130371120,130705885,1,False,334765,334.76,U2OS,1075435,1075.435,False,False
RPE1,chr5,140858701,141371593,1,False,512892,512.89,U2OS,1259690,1259.69,False,False
RPE1,chr5,144690611,145434804,1,False,744193,744.19,BJ,2342024,2342.024,False,False
RPE1,chr5,176764100,177410267,1,False,646167,646.17,BJ,1215131,1215.131,False,False
RPE1,chr5,178119212,179095970,1,False,976758,976.76,BJ,2570243,2570.243,False,False
RPE1,chr6,32673095,33542961,1,False,869866,869.87,BJ,0,0.0,True,True
RPE1,chr6,37739285,38271817,1,False,532532,532.53,BJ,0,0.0,True,True
RPE1,chr6,69308428,69619289,1,False,310861,310.86,BJ,2176135,2176.135,False,False
RPE1,chr6,70929686,71227367,1,False,297681,297.68,BJ,568057,568.057,False,True
RPE1,chr6,92651540,93085326,1,False,433786,433.79,U2OS,0,0.0,True,True
RPE1,chr6,96441283,96977412,1,False,536129,536.13,U2OS,1911120,1911.12,False,False
RPE1,chr6,101594762,102135154,2,True,540392,540.39,U2OS,7064599,7064.599,False,False
RPE1,chr6,126714869,128774713,1,False,2059844,2059.84,U2OS,0,0.0,True,True
RPE1,chr6,132118780,134868153,1,False,2749373,2749.37,BJ,396179,396.179,False,True
RPE1,chr6,139044238,139618046,1,False,573808,573.81,BJ,3276932,3276.932,False,False
RPE1,chr6,141909066,142280458,1,False,371392,371.39,BJ,614520,614.52,False,True
RPE1,chr6,157181790,158286571,3,True,1104781,1104.78,BJ,13812606,13812.606,False,False
RPE1,chr6,159273167,159946204,3,True,673037,673.04,BJ,15903983,15903.983,False,False
RPE1,chr6,160461268,160782081,1,False,320813,320.81,BJ,17092084,17092.084,False,False
RPE1,chr6,161419957,161654907,1,False,234950,234.95,BJ,18050773,18050.773,False,False
RPE1,chr6,169578483,170117232,1,False,538749,538.75,BJ,26209299,26209.299,False,False
RPE1,chr7,69241273,70041415,8,True,800142,800.14,U2OS,0,0.0,True,True
RPE1,chr7,81662907,83028610,1,False,1365703,1365.7,BJ,0,0.0,True,True
RPE1,chr7,83809743,84083519,1,False,273776,273.78,BJ,232398,232.398,False,True
RPE1,chr7,93682491,96044109,1,False,2361618,2361.62,U2OS,3614475,3614.475,False,False
RPE1,chr7,106956575,107230031,1,False,273456,273.46,U2OS,2736749,2736.749,False,False
RPE1,chr7,107963711,108065589,1,False,101878,101.88,U2OS,1901191,1901.191,False,False
RPE1,chr7,109449440,109664572,1,False,215132,215.13,U2OS,302208,302.208,False,True
RPE1,chr7,110239111,110409456,1,False,170345,170.34,U2OS,144303,144.303,False,True
RPE1,chr7,115499586,115789259,2,True,289673,289.67,U2OS,610571,610.571,False,True
RPE1,chr7,116330351,117125191,2,True,794840,794.84,U2OS,0,0.0,True,True
RPE1,chr7,121719776,122063390,1,False,343614,343.61,BJ,128356,128.356,False,True
RPE1,chr7,126848839,129644749,4,True,2795910,2795.91,U2OS,1763316,1763.316,False,False
RPE1,chr7,130785995,131734542,3,True,948547,948.55,BJ,911388,911.388,False,True
RPE1,chr7,151644068,152403353,1,False,759285,759.28,U2OS,12121827,12121.827,False,False
RPE1,chr7,154258354,154678188,1,False,419834,419.83,U2OS,14736113,14736.113,False,False
RPE1,chr7,156240493,157110013,1,False,869520,869.52,U2OS,16718252,16718.252,False,False
RPE1,chr8,194788,5079847,1,False,4885059,4885.06,BJ,6381057,6381.057,False,False
RPE1,chr8,37867656,38036873,1,False,169217,169.22,U2OS,1475417,1475.417,False,False
RPE1,chr8,38772286,39133781,1,False,361495,361.5,U2OS,866084,866.084,False,True
RPE1,chr8,52791983,52941274,1,False,149291,149.29,BJ,1504339,1504.339,False,False
RPE1,chr8,54994784,55178532,1,False,183748,183.75,BJ,286469,286.469,False,True
RPE1,chr8,97794297,98030394,1,False,236097,236.1,U2OS,12941807,12941.807,False,False
RPE1,chr8,98943499,99185155,1,False,241656,241.66,U2OS,11787046,11787.046,False,False
RPE1,chr8,100072662,100553995,1,False,481333,481.33,U2OS,10418206,10418.206,False,False
RPE1,chr8,110407713,110846462,1,False,438749,438.75,U2OS,125739,125.739,False,True
RPE1,chr8,112665398,114199275,3,True,1533877,1533.88,U2OS,1636714,1636.714,False,False
RPE1,chr8,117879227,118618453,1,False,739226,739.23,U2OS,2085336,2085.336,False,False
RPE1,chr8,119934228,120120237,1,False,186009,186.01,U2OS,583552,583.552,False,True
RPE1,chr8,122609897,123111867,2,True,501970,501.97,U2OS,715961,715.961,False,True
RPE1,chr8,123579744,123818418,1,False,238674,238.67,BJ,831551,831.551,False,True
RPE1,chr8,124419425,125160041,3,True,740616,740.62,BJ,0,0.0,True,True
RPE1,chr8,139411861,139678999,1,False,267138,267.14,BJ,1291678,1291.678,False,False
RPE1,chr8,140887712,141390833,1,False,503121,503.12,BJ,0,0.0,True,True
RPE1,chr8,142417394,146301754,4,True,3884360,3884.36,BJ,1332834,1332.834,False,False
RPE1,chr9,8891812,10600405,2,True,1708593,1708.59,BJ,5900302,5900.302,False,False
RPE1,chr9,20403365,20632389,1,False,229024,229.02,BJ,3630450,3630.45,False,False
RPE1,chr9,21314998,21701738,1,False,386740,386.74,BJ,4542083,4542.083,False,False
RPE1,chr9,86916970,87034263,1,False,117293,117.29,U2OS,0,0.0,True,True
RPE1,chr9,89354522,89524224,1,False,169702,169.7,BJ,2241170,2241.17,False,False
RPE1,chr9,94898372,95478996,1,False,580624,580.62,BJ,1357880,1357.88,False,False
RPE1,chr9,106278721,106688630,1,False,409909,409.91,BJ,12149066,12149.066,False,False
RPE1,chr9,107898544,108065866,1,False,167322,167.32,BJ,10771830,10771.83,False,False
RPE1,chr9,110015011,111139924,1,False,1124913,1124.91,BJ,7697772,7697.772,False,False
RPE1,chr9,118237588,119128333,2,True,890745,890.75,BJ,0,0.0,True,True
RPE1,chr9,124000792,124758902,1,False,758110,758.11,U2OS,51411,51.411,False,True
RPE1,chr9,134602162,135883079,2,True,1280917,1280.92,U2OS,3072739,3072.739,False,False
RPE1,chrX,4237985,6662910,3,True,2424925,2424.93,BJ,2895583,2895.583,False,False
RPE1,chrX,13235797,13775308,1,False,539511,539.51,BJ,11893395,11893.395,False,False
RPE1,chrX,17247607,17733324,1,False,485717,485.72,BJ,11209928,11209.928,False,False
RPE1,chrX,45967149,47385533,1,False,1418384,1418.38,BJ,0,0.0,True,True
RPE1,chrX,69844814,71013868,1,False,1169054,1169.05,U2OS,4312339,4312.339,False,False
RPE1,chrX,72080357,73209789,1,False,1129432,1129.43,U2OS,2116418,2116.418,False,False
RPE1,chrX,111145107,111859584,1,False,714477,714.48,U2OS,8700499,8700.499,False,False
RPE1,chrX,114920963,115163973,1,False,243010,243.01,U2OS,5396110,5396.11,False,False
RPE1,chrX,129361755,129620976,1,False,259221,259.22,U2OS,8705800,8705.8,False,False
BJ,chr1,16499174,17410132,2,True,910958,910.96,RPE1,0,0.0,True,True
BJ,chr1,20050453,20302817,1,False,252364,252.36,RPE1,1830358,1830.358,False,False
BJ,chr1,57004490,57324531,1,False,320041,320.04,U2OS,14496389,14496.389,False,False
BJ,chr1,58064236,59010084,3,True,945848,945.85,U2OS,12810836,12810.836,False,False
BJ,chr1,71781551,72471136,3,True,689585,689.59,U2OS,0,0.0,True,True
BJ,chr1,91751754,92024152,1,False,272398,272.4,RPE1,428314,428.314,False,True
BJ,chr1,103610832,104458272,2,True,847440,847.44,RPE1,7293598,7293.598,False,False
BJ,chr1,109417072,109526596,1,False,109524,109.52,U2OS,5838363,5838.363,False,False
BJ,chr1,245913663,246017362,1,False,103699,103.7,U2OS,629120,629.12,False,True
BJ,chr10,57659655,57755039,1,False,95384,95.38,U2OS,0,0.0,True,True
BJ,chr10,82068091,82131720,1,False,63629,63.63,U2OS,4788500,4788.5,False,False
BJ,chr10,96139900,96242022,1,False,102122,102.12,U2OS,838874,838.874,False,True
BJ,chr10,127614217,130772949,2,True,3158732,3158.73,RPE1,0,0.0,True,True
BJ,chr11,10931029,11229234,1,False,298205,298.2,U2OS,2913079,2913.079,False,False
BJ,chr11,32481982,33041039,1,False,559057,559.06,U2OS,1001277,1001.277,False,False
BJ,chr11,36434967,36760732,1,False,325765,325.76,RPE1,706861,706.861,False,True
BJ,chr11,63843132,64153822,1,False,310690,310.69,RPE1,0,0.0,True,True
BJ,chr11,66743590,67060449,1,False,316859,316.86,RPE1,0,0.0,True,True
BJ,chr11,101396057,102023786,2,True,627729,627.73,RPE1,326912,326.912,False,True
BJ,chr11,102903389,103662587,2,True,759198,759.2,RPE1,1834244,1834.244,False,False
BJ,chr12,16216437,16560284,1,False,343847,343.85,U2OS,4465234,4465.234,False,False
BJ,chr12,20942888,21078985,1,False,136097,136.1,RPE1,1746725,1746.725,False,False
BJ,chr12,24028060,24222195,1,False,194135,194.13,RPE1,373165,373.165,False,True
BJ,chr12,46326510,46736900,1,False,410390,410.39,RPE1,0,0.0,True,True
BJ,chr12,50813560,51226879,1,False,413319,413.32,RPE1,1236876,1236.876,False,False
BJ,chr12,75400564,75989097,1,False,588533,588.53,RPE1,0,0.0,True,True
BJ,chr12,81137854,81377041,1,False,239187,239.19,RPE1,102591,102.591,False,True
BJ,chr12,99810038,100152809,2,True,342771,342.77,U2OS,0,0.0,True,True
BJ,chr13,48031388,48381308,1,False,349920,349.92,RPE1,0,0.0,True,True
BJ,chr13,85509424,86118921,1,False,609497,609.5,RPE1,148777,148.777,False,True
BJ,chr13,88158517,88463847,1,False,305330,305.33,RPE1,488054,488.054,False,True
BJ,chr13,94189636,94535095,3,True,345459,345.46,RPE1,59695,59.695,False,True
BJ,chr13,110563078,110710170,1,False,147092,147.09,U2OS,843059,843.059,False,True
BJ,chr14,29977463,30169565,1,False,192102,192.1,RPE1,702299,702.299,False,True
BJ,chr14,31833142,32040667,1,False,207525,207.53,RPE1,2557978,2557.978,False,False
BJ,chr14,39873542,40507326,2,True,633784,633.78,RPE1,0,0.0,True,True
BJ,chr14,41091437,41128701,1,False,37264,37.26,RPE1,1065042,1065.042,False,False
BJ,chr14,55665363,56241886,1,False,576523,576.52,RPE1,1279110,1279.11,False,False
BJ,chr14,98466359,98627471,2,True,161112,161.11,U2OS,3971755,3971.755,False,False
BJ,chr14,99479587,99850075,1,False,370488,370.49,U2OS,2749151,2749.151,False,False
BJ,chr15,28410211,28969577,3,True,559366,559.37,RPE1,1386675,1386.675,False,False
BJ,chr15,32441642,33058383,4,True,616741,616.74,RPE1,1014505,1014.505,False,False
BJ,chr15,37736819,38486580,1,False,749761,749.76,RPE1,100452,100.452,False,True
BJ,chr15,42456513,42954231,1,False,497718,497.72,RPE1,917994,917.994,False,True
BJ,chr15,63024784,63094355,1,False,69571,69.57,U2OS,0,0.0,True,True
BJ,chr15,63902433,64025257,1,False,122824,122.82,U2OS,0,0.0,True,True
BJ,chr15,71986297,72079961,1,False,93664,93.66,RPE1,2605017,2605.017,False,False
BJ,chr15,84833835,86287650,2,True,1453815,1453.82,U2OS,1559205,1559.205,False,False
BJ,chr16,11280785,11682257,1,False,401472,401.47,U2OS,10822804,10822.804,False,False
BJ,chr16,16793483,16885842,1,False,92359,92.36,U2OS,5619219,5619.219,False,False
BJ,chr16,21886935,21980361,1,False,93426,93.43,U2OS,524700,524.7,False,True
BJ,chr16,22407071,22660312,2,True,253241,253.24,U2OS,0,0.0,True,True
BJ,chr16,30294285,30741450,2,True,447165,447.17,U2OS,7643711,7643.711,False,False
BJ,chr16,66295707,66617733,1,False,322026,322.03,RPE1,1386365,1386.365,False,False
BJ,chr16,67972954,68423815,1,False,450861,450.86,RPE1,0,0.0,True,True
BJ,chr16,70135576,70630751,1,False,495175,495.18,RPE1,925476,925.476,False,True
BJ,chr16,71038722,71507106,1,False,468384,468.38,RPE1,1828622,1828.622,False,False
BJ,chr16,77509569,77526025,1,False,16456,16.46,U2OS,1033052,1033.052,False,False
BJ,chr16,78394714,78906243,14,True,511529,511.53,U2OS,1918197,1918.197,False,False
BJ,chr16,79975483,83265286,1,False,3289803,3289.8,U2OS,0,0.0,True,True
BJ,chr17,3676326,4077437,1,False,401111,401.11,RPE1,1140130,1140.13,False,False
BJ,chr17,17876136,18318842,1,False,442706,442.71,RPE1,0,0.0,True,True
BJ,chr17,45591841,45817207,1,False,225366,225.37,RPE1,0,0.0,True,True
BJ,chr17,46560845,47588120,1,False,1027275,1027.28,RPE1,0,0.0,True,True
BJ,chr17,47998782,48072854,1,False,74072,74.07,RPE1,0,0.0,True,True
BJ,chr17,48947876,49735355,2,True,787479,787.48,RPE1,0,0.0,True,True
BJ,chr18,949586,1207230,1,False,257644,257.64,RPE1,0,0.0,True,True
BJ,chr18,8469257,8918629,2,True,449372,449.37,RPE1,0,0.0,True,True
BJ,chr18,9703015,10160310,2,True,457295,457.3,RPE1,609862,609.862,False,True
BJ,chr18,26596840,26723000,1,False,126160,126.16,RPE1,1904391,1904.391,False,False
BJ,chr18,29103291,29546190,1,False,442899,442.9,RPE1,357294,357.294,False,True
BJ,chr18,34102012,34587079,3,True,485067,485.07,RPE1,44892,44.892,False,True
BJ,chr18,37029559,37142176,1,False,112617,112.62,U2OS,0,0.0,True,True
BJ,chr19,97617,1426847,6,True,1329230,1329.23,U2OS,0,0.0,True,True
BJ,chr19,36415205,36854521,1,False,439316,439.32,U2OS,0,0.0,True,True
BJ,chr19,37890012,38031576,1,False,141564,141.56,U2OS,827343,827.343,False,True
BJ,chr2,185339996,185507164,1,False,167168,167.17,RPE1,98855,98.855,False,True
BJ,chr2,189664723,190123973,2,True,459250,459.25,RPE1,0,0.0,True,True
BJ,chr2,192654740,193050431,2,True,395691,395.69,RPE1,2535173,2535.173,False,False
BJ,chr20,59939899,60238470,2,True,298571,298.57,RPE1,0,0.0,True,True
BJ,chr22,23499336,24185576,1,False,686240,686.24,RPE1,2277948,2277.948,False,False
BJ,chr22,24669535,24985903,1,False,316368,316.37,RPE1,1477621,1477.621,False,False
BJ,chr22,47784946,49201826,2,True,1416880,1416.88,U2OS,5766613,5766.613,False,False
BJ,chr3,3723980,4448081,4,True,724101,724.1,U2OS,14973783,14973.783,False,False
BJ,chr3,46818428,46968212,1,False,149784,149.78,RPE1,0,0.0,True,True
BJ,chr3,50614404,50880056,1,False,265652,265.65,RPE1,2992583,2992.583,False,False
BJ,chr3,67390185,67644584,1,False,254399,254.4,U2OS,0,0.0,True,True
BJ,chr3,75392420,77065472,5,True,1673052,1673.05,RPE1,1705211,1705.211,False,False
BJ,chr3,98124966,98669552,1,False,544586,544.59,RPE1,12095384,12095.384,False,False
BJ,chr3,105106660,105568560,1,False,461900,461.9,RPE1,5196376,5196.376,False,False
BJ,chr3,139308503,139922874,1,False,614371,614.37,U2OS,985479,985.479,False,True
BJ,chr3,140890614,140996853,1,False,106239,106.24,U2OS,2567590,2567.59,False,False
BJ,chr3,146187936,147251456,1,False,1063520,1063.52,RPE1,1357414,1357.414,False,False
BJ,chr3,147732305,149498220,4,True,1765915,1765.91,RPE1,0,0.0,True,True
BJ,chr3,150024678,150763138,2,True,738460,738.46,RPE1,0,0.0,True,True
BJ,chr3,155633345,156230167,1,False,596822,596.82,RPE1,5113645,5113.645,False,False
BJ,chr3,156884175,157141587,1,False,257412,257.41,RPE1,6364475,6364.475,False,False
BJ,chr3,159692236,160557065,1,False,864829,864.83,RPE1,3781246,3781.246,False,False
BJ,chr3,169483607,170057710,1,False,574103,574.1,RPE1,0,0.0,True,True
BJ,chr3,171662211,172018441,1,False,356230,356.23,RPE1,347691,347.691,False,True
BJ,chr3,174935698,175324129,2,True,388431,388.43,RPE1,0,0.0,True,True
BJ,chr3,175915535,176034163,1,False,118628,118.63,RPE1,0,0.0,True,True
BJ,chr4,1413458,1661178,2,True,247720,247.72,RPE1,0,0.0,True,True
BJ,chr4,8534339,8819151,1,False,284812,284.81,RPE1,6100683,6100.683,False,False
BJ,chr4,9673546,9778623,1,False,105077,105.08,RPE1,7239890,7239.89,False,False
BJ,chr4,38809357,39129726,1,False,320369,320.37,RPE1,2424,2.424,False,True
BJ,chr4,40293244,40630538,1,False,337294,337.29,RPE1,0,0.0,True,True
BJ,chr4,63953982,64460585,1,False,506603,506.6,RPE1,1157721,1157.721,False,False
BJ,chr4,65261509,65479570,1,False,218061,218.06,RPE1,138736,138.736,False,True
BJ,chr4,88516827,89095718,1,False,578891,578.89,RPE1,2489067,2489.067,False,False
BJ,chr4,98991915,99117738,1,False,125823,125.82,U2OS,142102,142.102,False,True
BJ,chr4,119331903,119414333,1,False,82430,82.43,RPE1,5453208,5453.208,False,False
BJ,chr4,121395976,121483847,1,False,87871,87.87,RPE1,3383694,3383.694,False,False
BJ,chr4,138085817,138255652,1,False,169835,169.84,RPE1,225958,225.958,False,True
BJ,chr4,139359736,139430564,1,False,70828,70.83,RPE1,464921,464.921,False,True
BJ,chr4,145518334,145598143,1,False,79809,79.81,RPE1,481852,481.852,False,True
BJ,chr4,176618677,177337914,2,True,719237,719.24,RPE1,324173,324.173,False,True
BJ,chr4,177832155,178325776,2,True,493621,493.62,RPE1,1537651,1537.651,False,False
BJ,chr5,19193967,20771726,2,True,1577759,1577.76,U2OS,1590924,1590.924,False,False
BJ,chr5,21449473,23109812,2,True,1660339,1660.34,RPE1,3450197,3450.197,False,False
BJ,chr5,35490855,35558105,1,False,67250,67.25,RPE1,120403,120.403,False,True
BJ,chr5,36833052,36910768,1,False,77716,77.72,RPE1,1462600,1462.6,False,False
BJ,chr5,93561481,93730888,1,False,169407,169.41,RPE1,0,0.0,True,True
BJ,chr5,97975927,98667973,1,False,692046,692.05,RPE1,0,0.0,True,True
BJ,chr5,100889080,101200331,1,False,311251,311.25,RPE1,0,0.0,True,True
BJ,chr5,147776828,148287305,3,True,510477,510.48,RPE1,2342024,2342.024,False,False
BJ,chr5,148836833,149305611,1,False,468778,468.78,RPE1,3402029,3402.029,False,False
BJ,chr5,149931901,150765754,2,True,833853,833.85,U2OS,2146150,2146.15,False,False
BJ,chr5,174748470,175548969,1,False,800499,800.5,RPE1,1215131,1215.131,False,False
BJ,chr6,32025434,33051394,4,True,1025960,1025.96,RPE1,0,0.0,True,True
BJ,chr6,34035746,35155732,2,True,1119986,1119.99,RPE1,492785,492.785,False,True
BJ,chr6,37690023,38477640,2,True,787617,787.62,RPE1,0,0.0,True,True
BJ,chr6,38988486,39199033,1,False,210547,210.55,RPE1,716669,716.669,False,True
BJ,chr6,41189077,41577510,1,False,388433,388.43,RPE1,2917260,2917.26,False,False
BJ,chr6,71795424,71979416,1,False,183992,183.99,U2OS,159818,159.818,False,True
BJ,chr6,111671004,112139020,1,False,468016,468.02,RPE1,9535850,9535.85,False,False
BJ,chr6,114093727,114535071,1,False,441344,441.34,U2OS,9508165,9508.165,False,False
BJ,chr6,120528920,120690329,1,False,161409,161.41,U2OS,3352907,3352.907,False,False
BJ,chr6,128075315,129186301,1,False,1110986,1110.99,RPE1,0,0.0,True,True
BJ,chr6,131435917,131722601,1,False,286684,286.68,RPE1,396179,396.179,False,True
BJ,chr6,142894978,143369184,1,False,474206,474.21,RPE1,614520,614.52,False,True
